"GEO_ID","NAME","B25064_001E","B25064_001M"
"0500000US16041","Franklin County, Idaho","680","93"
"0500000US16043","Fremont County, Idaho","798","101"
"0500000US16045","Gem County, Idaho","745","64"
"0500000US16047","Gooding County, Idaho","704","34"
"0500000US16049","Idaho County, Idaho","682","28"
"0500000US16051","Jefferson County, Idaho","796","61"
"0500000US16053","Jerome County, Idaho","772","25"
"0500000US16055","Kootenai County, Idaho","993","26"
"0500000US16057","Latah County, Idaho","737","33"
"0500000US16059","Lemhi County, Idaho","657","166"
"0500000US16061","Lewis County, Idaho","593","37"
"0500000US16063","Lincoln County, Idaho","639","56"
"0500000US16065","Madison County, Idaho","723","16"
"0500000US16067","Minidoka County, Idaho","701","84"
"0500000US16069","Nez Perce County, Idaho","727","22"
"0500000US16071","Oneida County, Idaho","748","74"
"0500000US16073","Owyhee County, Idaho","668","76"
"0500000US16075","Payette County, Idaho","735","36"
"0500000US16077","Power County, Idaho","636","245"
"0500000US16079","Shoshone County, Idaho","670","60"
"0500000US16081","Teton County, Idaho","881","224"
"0500000US16083","Twin Falls County, Idaho","800","30"
"0500000US16085","Valley County, Idaho","773","40"
"0500000US16087","Washington County, Idaho","683","69"
"0500000US17001","Adams County, Illinois","713","25"
"0500000US17003","Alexander County, Illinois","526","62"
"0500000US17005","Bond County, Illinois","609","52"
"0500000US17007","Boone County, Illinois","854","66"
"0500000US17009","Brown County, Illinois","615","52"
"0500000US17011","Bureau County, Illinois","680","34"
"0500000US17013","Calhoun County, Illinois","617","148"
"0500000US17015","Carroll County, Illinois","631","30"
"0500000US17017","Cass County, Illinois","598","34"
"0500000US17019","Champaign County, Illinois","882","10"
"0500000US17021","Christian County, Illinois","674","19"
"0500000US17023","Clark County, Illinois","687","44"
"0500000US17025","Clay County, Illinois","604","35"
"0500000US17027","Clinton County, Illinois","808","39"
"0500000US17029","Coles County, Illinois","697","26"
"0500000US17031","Cook County, Illinois","1123","4"
"0500000US17033","Crawford County, Illinois","638","25"
"0500000US17035","Cumberland County, Illinois","582","32"
"0500000US17037","DeKalb County, Illinois","930","29"
"0500000US17039","De Witt County, Illinois","629","54"
"0500000US17041","Douglas County, Illinois","724","24"
"0500000US17043","DuPage County, Illinois","1316","13"
"0500000US17045","Edgar County, Illinois","611","22"
"0500000US17047","Edwards County, Illinois","495","32"
"0500000US17049","Effingham County, Illinois","650","39"
"0500000US17051","Fayette County, Illinois","612","20"
"0500000US17053","Ford County, Illinois","676","31"
"0500000US17055","Franklin County, Illinois","637","25"
"0500000US17057","Fulton County, Illinois","646","44"
"0500000US17059","Gallatin County, Illinois","439","50"
"0500000US17061","Greene County, Illinois","638","40"
"0500000US17063","Grundy County, Illinois","999","40"
"0500000US17065","Hamilton County, Illinois","609","85"
"0500000US17067","Hancock County, Illinois","617","58"
"0500000US17069","Hardin County, Illinois","401","76"
"0500000US17071","Henderson County, Illinois","558","59"
"0500000US17073","Henry County, Illinois","679","40"
"0500000US17075","Iroquois County, Illinois","686","28"
"0500000US17077","Jackson County, Illinois","691","26"
"0500000US17079","Jasper County, Illinois","578","94"
"0500000US17081","Jefferson County, Illinois","701","28"
"0500000US17083","Jersey County, Illinois","645","66"
"0500000US17085","Jo Daviess County, Illinois","669","34"
"0500000US17087","Johnson County, Illinois","663","24"
"0500000US17089","Kane County, Illinois","1148","15"
"0500000US17091","Kankakee County, Illinois","887","18"
"0500000US17093","Kendall County, Illinois","1414","148"
"0500000US17095","Knox County, Illinois","634","22"
"0500000US17097","Lake County, Illinois","1197","14"
"0500000US17099","LaSalle County, Illinois","777","24"
"0500000US17101","Lawrence County, Illinois","628","49"
"0500000US17103","Lee County, Illinois","694","49"
"0500000US17105","Livingston County, Illinois","715","32"
"0500000US17107","Logan County, Illinois","689","27"
"0500000US17109","McDonough County, Illinois","662","50"
"0500000US17111","McHenry County, Illinois","1197","23"
"0500000US17113","McLean County, Illinois","845","17"
"0500000US17115","Macon County, Illinois","684","19"
"0500000US17117","Macoupin County, Illinois","701","23"
"0500000US17119","Madison County, Illinois","824","21"
"0500000US17121","Marion County, Illinois","646","26"
"0500000US17123","Marshall County, Illinois","623","44"
"0500000US17125","Mason County, Illinois","664","37"
"0500000US17127","Massac County, Illinois","692","97"
"0500000US17129","Menard County, Illinois","783","46"
"0500000US17131","Mercer County, Illinois","655","62"
"0500000US17133","Monroe County, Illinois","872","62"
"0500000US17135","Montgomery County, Illinois","644","48"
"0500000US17137","Morgan County, Illinois","720","29"
"0500000US17139","Moultrie County, Illinois","709","75"
"0500000US17141","Ogle County, Illinois","745","27"
"0500000US17143","Peoria County, Illinois","798","20"
"0500000US17145","Perry County, Illinois","576","64"
"0500000US17147","Piatt County, Illinois","851","63"
"0500000US17149","Pike County, Illinois","568","23"
"0500000US17151","Pope County, Illinois","313","47"
"0500000US17153","Pulaski County, Illinois","519","34"
"0500000US17155","Putnam County, Illinois","693","41"
"0500000US17157","Randolph County, Illinois","680","27"
"0500000US17159","Richland County, Illinois","566","40"
"0500000US17161","Rock Island County, Illinois","748","19"
"0500000US17163","St. Clair County, Illinois","861","16"
"0500000US17165","Saline County, Illinois","622","27"
"0500000US17167","Sangamon County, Illinois","820","14"
"0500000US17169","Schuyler County, Illinois","672","86"
"0500000US17171","Scott County, Illinois","542","48"
"0500000US17173","Shelby County, Illinois","653","63"
"0500000US17175","Stark County, Illinois","630","34"
"0500000US17177","Stephenson County, Illinois","651","24"
"0500000US17179","Tazewell County, Illinois","741","24"
"0500000US17181","Union County, Illinois","612","46"
"0500000US17183","Vermilion County, Illinois","685","23"
"0500000US17185","Wabash County, Illinois","633","78"
"0500000US17187","Warren County, Illinois","628","33"
"0500000US17189","Washington County, Illinois","716","27"
"0500000US17191","Wayne County, Illinois","626","24"
"0500000US17193","White County, Illinois","552","92"
"0500000US17195","Whiteside County, Illinois","695","23"
"0500000US17197","Will County, Illinois","1176","19"
"0500000US17199","Williamson County, Illinois","735","26"
"0500000US17201","Winnebago County, Illinois","799","14"
"0500000US17203","Woodford County, Illinois","758","41"
"0500000US18001","Adams County, Indiana","624","28"
"0500000US18003","Allen County, Indiana","773","9"
"0500000US18005","Bartholomew County, Indiana","937","26"
"0500000US18007","Benton County, Indiana","708","38"
"0500000US18009","Blackford County, Indiana","644","32"
"0500000US18011","Boone County, Indiana","1011","48"
"0500000US18013","Brown County, Indiana","841","51"
"0500000US18015","Carroll County, Indiana","691","44"
"0500000US18017","Cass County, Indiana","650","23"
"0500000US18019","Clark County, Indiana","845","16"
"0500000US18021","Clay County, Indiana","670","75"
"0500000US18023","Clinton County, Indiana","726","28"
"0500000US18025","Crawford County, Indiana","673","34"
"0500000US18027","Daviess County, Indiana","692","38"
"0500000US18029","Dearborn County, Indiana","744","22"
"0500000US18031","Decatur County, Indiana","791","26"
"0500000US18033","DeKalb County, Indiana","701","25"
"0500000US18035","Delaware County, Indiana","727","19"
"0500000US18037","Dubois County, Indiana","660","38"
"0500000US18039","Elkhart County, Indiana","810","12"
"0500000US18041","Fayette County, Indiana","705","26"
"0500000US18043","Floyd County, Indiana","796","21"
"0500000US18045","Fountain County, Indiana","674","34"
"0500000US18047","Franklin County, Indiana","676","94"
"0500000US18049","Fulton County, Indiana","690","31"
"0500000US18051","Gibson County, Indiana","659","31"
"0500000US18053","Grant County, Indiana","700","24"
"0500000US18055","Greene County, Indiana","636","31"
"0500000US18057","Hamilton County, Indiana","1176","16"
"0500000US18059","Hancock County, Indiana","895","39"
"0500000US18061","Harrison County, Indiana","732","70"
"0500000US18063","Hendricks County, Indiana","1076","30"
"0500000US18065","Henry County, Indiana","721","28"
"0500000US18067","Howard County, Indiana","700","20"
"0500000US18069","Huntington County, Indiana","703","25"
"0500000US18071","Jackson County, Indiana","767","22"
"0500000US18073","Jasper County, Indiana","796","38"
"0500000US18075","Jay County, Indiana","677","32"
"0500000US18077","Jefferson County, Indiana","742","39"
"0500000US18079","Jennings County, Indiana","714","47"
"0500000US18081","Johnson County, Indiana","955","20"
"0500000US18083","Knox County, Indiana","659","29"
"0500000US18085","Kosciusko County, Indiana","788","35"
"0500000US18087","LaGrange County, Indiana","709","48"
"0500000US18089","Lake County, Indiana","886","12"
"0500000US18091","LaPorte County, Indiana","747","24"
"0500000US18093","Lawrence County, Indiana","686","38"
"0500000US18095","Madison County, Indiana","774","15"
"0500000US18097","Marion County, Indiana","889","7"
"0500000US18099","Marshall County, Indiana","754","36"
"0500000US18101","Martin County, Indiana","540","52"
"0500000US18103","Miami County, Indiana","714","29"
"0500000US18105","Monroe County, Indiana","920","20"
"0500000US18107","Montgomery County, Indiana","684","34"
"0500000US18109","Morgan County, Indiana","837","28"
"0500000US18111","Newton County, Indiana","707","76"
"0500000US18113","Noble County, Indiana","712","27"
"0500000US18115","Ohio County, Indiana","669","99"
"0500000US18117","Orange County, Indiana","623","26"
"0500000US18119","Owen County, Indiana","696","39"
"0500000US18121","Parke County, Indiana","619","78"
"0500000US18123","Perry County, Indiana","571","44"
"0500000US18125","Pike County, Indiana","576","51"
"0500000US18127","Porter County, Indiana","933","22"
"0500000US18129","Posey County, Indiana","688","37"
"0500000US18131","Pulaski County, Indiana","652","46"
"0500000US18133","Putnam County, Indiana","787","33"
"0500000US18135","Randolph County, Indiana","685","37"
"0500000US18137","Ripley County, Indiana","693","57"
"0500000US18139","Rush County, Indiana","709","32"
"0500000US18141","St. Joseph County, Indiana","793","14"
"0500000US18143","Scott County, Indiana","789","60"
"0500000US18145","Shelby County, Indiana","801","25"
"0500000US18147","Spencer County, Indiana","708","36"
"0500000US18149","Starke County, Indiana","697","45"
"0500000US18151","Steuben County, Indiana","783","34"
"0500000US18153","Sullivan County, Indiana","667","81"
"0500000US18155","Switzerland County, Indiana","679","39"
"0500000US18157","Tippecanoe County, Indiana","851","14"
"0500000US18159","Tipton County, Indiana","798","67"
"0500000US18161","Union County, Indiana","797","55"
"0500000US18163","Vanderburgh County, Indiana","789","15"
"0500000US18165","Vermillion County, Indiana","667","25"
"0500000US18167","Vigo County, Indiana","746","17"
"0500000US18169","Wabash County, Indiana","706","27"
"0500000US18171","Warren County, Indiana","740","62"
"0500000US18173","Warrick County, Indiana","865","40"
"0500000US18175","Washington County, Indiana","674","29"
"0500000US18177","Wayne County, Indiana","688","19"
"0500000US18179","Wells County, Indiana","702","52"
"0500000US18181","White County, Indiana","706","23"
"0500000US18183","Whitley County, Indiana","722","38"
"0500000US19001","Adair County, Iowa","585","53"
"0500000US19003","Adams County, Iowa","549","158"
"0500000US19005","Allamakee County, Iowa","620","27"
"0500000US19007","Appanoose County, Iowa","624","38"
"0500000US19009","Audubon County, Iowa","582","34"
"0500000US19011","Benton County, Iowa","640","31"
"0500000US19013","Black Hawk County, Iowa","801","16"
"0500000US19015","Boone County, Iowa","742","39"
"0500000US19017","Bremer County, Iowa","661","63"
"0500000US19019","Buchanan County, Iowa","678","51"
"0500000US19021","Buena Vista County, Iowa","706","35"
"0500000US19023","Butler County, Iowa","598","33"
"0500000US19025","Calhoun County, Iowa","588","25"
"0500000US19027","Carroll County, Iowa","621","22"
"0500000US19029","Cass County, Iowa","646","53"
"0500000US19031","Cedar County, Iowa","719","33"
"0500000US19033","Cerro Gordo County, Iowa","707","19"
"0500000US19035","Cherokee County, Iowa","550","49"
"0500000US19037","Chickasaw County, Iowa","630","49"
"0500000US19039","Clarke County, Iowa","783","41"
"0500000US19041","Clay County, Iowa","700","49"
"0500000US19043","Clayton County, Iowa","648","39"
"0500000US19045","Clinton County, Iowa","683","27"
"0500000US19047","Crawford County, Iowa","631","27"
"0500000US19049","Dallas County, Iowa","1045","41"
"0500000US19051","Davis County, Iowa","631","75"
"0500000US19053","Decatur County, Iowa","567","57"
"0500000US19055","Delaware County, Iowa","621","44"
"0500000US19057","Des Moines County, Iowa","778","35"
"0500000US19059","Dickinson County, Iowa","844","40"
"0500000US19061","Dubuque County, Iowa","783","23"
"0500000US19063","Emmet County, Iowa","694","42"
"0500000US19065","Fayette County, Iowa","612","50"
"0500000US19067","Floyd County, Iowa","539","42"
"0500000US19069","Franklin County, Iowa","699","88"
"0500000US19071","Fremont County, Iowa","661","71"
"0500000US19073","Greene County, Iowa","638","49"
"0500000US19075","Grundy County, Iowa","633","36"
"0500000US19077","Guthrie County, Iowa","682","36"
"0500000US19079","Hamilton County, Iowa","709","44"
"0500000US19081","Hancock County, Iowa","642","47"
"0500000US19083","Hardin County, Iowa","639","56"
"0500000US19085","Harrison County, Iowa","715","31"
"0500000US19087","Henry County, Iowa","694","22"
"0500000US19089","Howard County, Iowa","622","45"
"0500000US19091","Humboldt County, Iowa","568","34"
"0500000US19093","Ida County, Iowa","532","65"
"0500000US19095","Iowa County, Iowa","580","69"
"0500000US19097","Jackson County, Iowa","624","33"
"0500000US19099","Jasper County, Iowa","730","22"
"0500000US19101","Jefferson County, Iowa","685","52"
"0500000US19103","Johnson County, Iowa","972","22"
"0500000US19105","Jones County, Iowa","641","60"
"0500000US19107","Keokuk County, Iowa","679","42"
"0500000US19109","Kossuth County, Iowa","679","39"
"0500000US19111","Lee County, Iowa","670","26"
"0500000US19113","Linn County, Iowa","761","12"
"0500000US19115","Louisa County, Iowa","637","19"
"0500000US19117","Lucas County, Iowa","664","50"
"0500000US19119","Lyon County, Iowa","696","59"
"0500000US19121","Madison County, Iowa","789","66"
"0500000US19123","Mahaska County, Iowa","652","46"
"0500000US19125","Marion County, Iowa","721","24"
"0500000US19127","Marshall County, Iowa","689","26"
"0500000US19129","Mills County, Iowa","826","81"
"0500000US19131","Mitchell County, Iowa","621","34"
"0500000US19133","Monona County, Iowa","613","26"
"0500000US19135","Monroe County, Iowa","566","69"
"0500000US19137","Montgomery County, Iowa","644","30"
"0500000US19139","Muscatine County, Iowa","831","41"
"0500000US19141","O'Brien County, Iowa","585","35"
"0500000US19143","Osceola County, Iowa","639","42"
"0500000US19145","Page County, Iowa","663","48"
"0500000US19147","Palo Alto County, Iowa","580","43"
"0500000US19149","Plymouth County, Iowa","660","48"
"0500000US19151","Pocahontas County, Iowa","597","31"
"0500000US19153","Polk County, Iowa","910","11"
"0500000US19155","Pottawattamie County, Iowa","842","20"
"0500000US19157","Poweshiek County, Iowa","719","46"
"0500000US19159","Ringgold County, Iowa","667","43"
"0500000US19161","Sac County, Iowa","625","59"
"0500000US19163","Scott County, Iowa","793","12"
"0500000US19165","Shelby County, Iowa","643","75"
"0500000US19167","Sioux County, Iowa","726","68"
"0500000US19169","Story County, Iowa","905","18"
"0500000US19171","Tama County, Iowa","722","51"
"0500000US19173","Taylor County, Iowa","568","88"
"0500000US19175","Union County, Iowa","609","52"
"0500000US19177","Van Buren County, Iowa","571","34"
"0500000US19179","Wapello County, Iowa","718","28"
"0500000US19181","Warren County, Iowa","807","39"
"0500000US19183","Washington County, Iowa","754","34"
"0500000US19185","Wayne County, Iowa","524","52"
"0500000US19187","Webster County, Iowa","642","24"
"0500000US19189","Winnebago County, Iowa","620","35"
"0500000US19191","Winneshiek County, Iowa","702","77"
"0500000US19193","Woodbury County, Iowa","787","22"
"0500000US19195","Worth County, Iowa","591","72"
"0500000US19197","Wright County, Iowa","626","45"
"0500000US20001","Allen County, Kansas","675","21"
"0500000US20003","Anderson County, Kansas","647","61"
"0500000US20005","Atchison County, Kansas","660","43"
"0500000US20007","Barber County, Kansas","563","99"
"0500000US20009","Barton County, Kansas","648","33"
"0500000US20011","Bourbon County, Kansas","648","54"
"0500000US20013","Brown County, Kansas","633","46"
"0500000US20015","Butler County, Kansas","855","45"
"0500000US20017","Chase County, Kansas","570","87"
"0500000US20019","Chautauqua County, Kansas","601","40"
"0500000US20021","Cherokee County, Kansas","613","40"
"0500000US20023","Cheyenne County, Kansas","591","102"
"0500000US20025","Clark County, Kansas","589","121"
"0500000US20027","Clay County, Kansas","607","94"
"0500000US20029","Cloud County, Kansas","631","24"
"0500000US20031","Coffey County, Kansas","658","49"
"0500000US20033","Comanche County, Kansas","443","114"
"0500000US20035","Cowley County, Kansas","694","20"
"0500000US20037","Crawford County, Kansas","717","27"
"0500000US20039","Decatur County, Kansas","669","40"
"0500000US20041","Dickinson County, Kansas","687","29"
"0500000US20043","Doniphan County, Kansas","649","48"
"0500000US20045","Douglas County, Kansas","926","27"
"0500000US20047","Edwards County, Kansas","586","74"
"0500000US20049","Elk County, Kansas","495","64"
"0500000US20051","Ellis County, Kansas","711","24"
"0500000US20053","Ellsworth County, Kansas","639","61"
"0500000US20055","Finney County, Kansas","806","29"
"0500000US20057","Ford County, Kansas","778","28"
"0500000US20059","Franklin County, Kansas","793","37"
"0500000US20061","Geary County, Kansas","1057","29"
"0500000US20063","Gove County, Kansas","693","68"
"0500000US20065","Graham County, Kansas","554","115"
"0500000US20067","Grant County, Kansas","647","162"
"0500000US20069","Gray County, Kansas","663","72"
"0500000US20071","Greeley County, Kansas","720","128"
"0500000US20073","Greenwood County, Kansas","578","26"
"0500000US20075","Hamilton County, Kansas","668","107"
"0500000US20077","Harper County, Kansas","681","46"
"0500000US20079","Harvey County, Kansas","733","30"
"0500000US20081","Haskell County, Kansas","623","64"
"0500000US20083","Hodgeman County, Kansas","626","122"
"0500000US20085","Jackson County, Kansas","716","57"
"0500000US20087","Jefferson County, Kansas","760","43"
"0500000US20089","Jewell County, Kansas","508","64"
"0500000US20091","Johnson County, Kansas","1109","9"
"0500000US20093","Kearny County, Kansas","645","111"
"0500000US20095","Kingman County, Kansas","707","94"
"0500000US20097","Kiowa County, Kansas","620","60"
"0500000US20099","Labette County, Kansas","633","39"
"0500000US20101","Lane County, Kansas","503","74"
"0500000US20103","Leavenworth County, Kansas","987","46"
"0500000US20105","Lincoln County, Kansas","530","62"
"0500000US20107","Linn County, Kansas","667","61"
"0500000US20109","Logan County, Kansas","681","78"
"0500000US20111","Lyon County, Kansas","674","34"
"0500000US20113","McPherson County, Kansas","746","54"
"0500000US20115","Marion County, Kansas","585","39"
"0500000US20117","Marshall County, Kansas","596","51"
"0500000US20119","Meade County, Kansas","633","35"
"0500000US20121","Miami County, Kansas","827","67"
"0500000US20123","Mitchell County, Kansas","561","39"
"0500000US20125","Montgomery County, Kansas","659","31"
"0500000US20127","Morris County, Kansas","659","85"
"0500000US20129","Morton County, Kansas","609","114"
"0500000US20131","Nemaha County, Kansas","644","44"
"0500000US20133","Neosho County, Kansas","595","44"
"0500000US20135","Ness County, Kansas","627","82"
"0500000US20137","Norton County, Kansas","629","76"
"0500000US20139","Osage County, Kansas","716","36"
"0500000US20141","Osborne County, Kansas","535","25"
"0500000US20143","Ottawa County, Kansas","662","63"
"0500000US20145","Pawnee County, Kansas","602","80"
"0500000US20147","Phillips County, Kansas","616","80"
"0500000US20149","Pottawatomie County, Kansas","854","69"
"0500000US20151","Pratt County, Kansas","692","42"
"0500000US20153","Rawlins County, Kansas","583","91"
"0500000US20155","Reno County, Kansas","696","26"
"0500000US20157","Republic County, Kansas","601","57"
"0500000US20159","Rice County, Kansas","581","52"
"0500000US20161","Riley County, Kansas","946","25"
"0500000US20163","Rooks County, Kansas","550","43"
"0500000US20165","Rush County, Kansas","576","91"
"0500000US20167","Russell County, Kansas","636","30"
"0500000US20169","Saline County, Kansas","761","24"
"0500000US20171","Scott County, Kansas","815","97"
"0500000US20173","Sedgwick County, Kansas","824","8"
"0500000US20175","Seward County, Kansas","787","36"
"0500000US20177","Shawnee County, Kansas","825","15"
"0500000US20179","Sheridan County, Kansas","640","92"
"0500000US20181","Sherman County, Kansas","819","143"
"0500000US20183","Smith County, Kansas","473","50"
"0500000US20185","Stafford County, Kansas","617","39"
"0500000US20187","Stanton County, Kansas","675","169"
"0500000US20189","Stevens County, Kansas","671","28"
"0500000US20191","Sumner County, Kansas","716","51"
"0500000US20193","Thomas County, Kansas","638","104"
"0500000US20195","Trego County, Kansas","580","31"
"0500000US20197","Wabaunsee County, Kansas","669","75"
"0500000US20199","Wallace County, Kansas","525","177"
"0500000US20201","Washington County, Kansas","456","82"
"0500000US20203","Wichita County, Kansas","707","73"
"0500000US20205","Wilson County, Kansas","675","40"
"0500000US20207","Woodson County, Kansas","599","53"
"0500000US20209","Wyandotte County, Kansas","884","14"
"0500000US21001","Adair County, Kentucky","564","78"
"0500000US21003","Allen County, Kentucky","677","25"
"0500000US21005","Anderson County, Kentucky","708","24"
"0500000US21007","Ballard County, Kentucky","627","41"
"0500000US21009","Barren County, Kentucky","681","22"
"0500000US21011","Bath County, Kentucky","631","40"
"0500000US21013","Bell County, Kentucky","522","42"
"0500000US21015","Boone County, Kentucky","986","24"
"0500000US21017","Bourbon County, Kentucky","730","57"
"0500000US21019","Boyd County, Kentucky","699","33"
"0500000US21021","Boyle County, Kentucky","727","19"
"0500000US21023","Bracken County, Kentucky","617","31"
"0500000US21025","Breathitt County, Kentucky","488","62"
"0500000US21027","Breckinridge County, Kentucky","600","26"
"0500000US21029","Bullitt County, Kentucky","825","37"
"0500000US21031","Butler County, Kentucky","559","52"
"0500000US21033","Caldwell County, Kentucky","577","58"
"0500000US21035","Calloway County, Kentucky","705","34"
"0500000US21037","Campbell County, Kentucky","850","20"
"0500000US21039","Carlisle County, Kentucky","637","30"
"0500000US21041","Carroll County, Kentucky","650","102"
"0500000US21043","Carter County, Kentucky","579","43"
"0500000US21045","Casey County, Kentucky","507","49"
"0500000US21047","Christian County, Kentucky","854","21"
"0500000US21049","Clark County, Kentucky","727","38"
"0500000US21051","Clay County, Kentucky","533","27"
"0500000US21053","Clinton County, Kentucky","472","47"
"0500000US21055","Crittenden County, Kentucky","550","117"
"0500000US21057","Cumberland County, Kentucky","465","33"
"0500000US21059","Daviess County, Kentucky","769","16"
"0500000US21061","Edmonson County, Kentucky","660","75"
"0500000US21063","Elliott County, Kentucky","655","104"
"0500000US21065","Estill County, Kentucky","574","22"
"0500000US21067","Fayette County, Kentucky","896","12"
"0500000US21069","Fleming County, Kentucky","584","30"
"0500000US21071","Floyd County, Kentucky","646","40"
"0500000US21073","Franklin County, Kentucky","762","33"
"0500000US21075","Fulton County, Kentucky","579","99"
"0500000US21077","Gallatin County, Kentucky","701","40"
"0500000US21079","Garrard County, Kentucky","688","49"
"0500000US21081","Grant County, Kentucky","727","21"
"0500000US21083","Graves County, Kentucky","639","35"
"0500000US21085","Grayson County, Kentucky","589","34"
"0500000US21087","Green County, Kentucky","547","31"
"0500000US21089","Greenup County, Kentucky","704","32"
"0500000US21091","Hancock County, Kentucky","656","56"
"0500000US21093","Hardin County, Kentucky","827","19"
"0500000US21095","Harlan County, Kentucky","528","33"
"0500000US21097","Harrison County, Kentucky","617","43"
"0500000US21099","Hart County, Kentucky","530","35"
"0500000US21101","Henderson County, Kentucky","689","24"
"0500000US21103","Henry County, Kentucky","780","22"
"0500000US21105","Hickman County, Kentucky","516","28"
"0500000US21107","Hopkins County, Kentucky","715","25"
"0500000US21109","Jackson County, Kentucky","519","69"
"0500000US21111","Jefferson County, Kentucky","871","9"
"0500000US21113","Jessamine County, Kentucky","789","30"
"0500000US21115","Johnson County, Kentucky","616","32"
"0500000US21117","Kenton County, Kentucky","811","18"
"0500000US21119","Knott County, Kentucky","504","55"
"0500000US21121","Knox County, Kentucky","562","40"
"0500000US21123","Larue County, Kentucky","703","37"
"0500000US21125","Laurel County, Kentucky","651","19"
"0500000US21127","Lawrence County, Kentucky","568","58"
"0500000US21129","Lee County, Kentucky","548","157"
"0500000US21131","Leslie County, Kentucky","517","147"
"0500000US21133","Letcher County, Kentucky","559","59"
"0500000US21135","Lewis County, Kentucky","518","48"
"0500000US21137","Lincoln County, Kentucky","651","37"
"0500000US21139","Livingston County, Kentucky","676","62"
"0500000US21141","Logan County, Kentucky","661","38"
"0500000US21143","Lyon County, Kentucky","603","97"
"0500000US21145","McCracken County, Kentucky","717","24"
"0500000US21147","McCreary County, Kentucky","555","26"
"0500000US21149","McLean County, Kentucky","520","43"
"0500000US21151","Madison County, Kentucky","710","14"
"0500000US21153","Magoffin County, Kentucky","533","36"
"0500000US21155","Marion County, Kentucky","630","36"
"0500000US21157","Marshall County, Kentucky","690","67"
"0500000US21159","Martin County, Kentucky","560","58"
"0500000US21161","Mason County, Kentucky","661","36"
"0500000US21163","Meade County, Kentucky","856","34"
"0500000US21165","Menifee County, Kentucky","603","53"
"0500000US21167","Mercer County, Kentucky","624","28"
"0500000US21169","Metcalfe County, Kentucky","523","32"
"0500000US21171","Monroe County, Kentucky","523","31"
"0500000US21173","Montgomery County, Kentucky","710","40"
"0500000US21175","Morgan County, Kentucky","553","56"
"0500000US21177","Muhlenberg County, Kentucky","600","81"
"0500000US21179","Nelson County, Kentucky","761","42"
"0500000US21181","Nicholas County, Kentucky","593","37"
"0500000US21183","Ohio County, Kentucky","627","33"
"0500000US21185","Oldham County, Kentucky","919","73"
"0500000US21187","Owen County, Kentucky","624","61"
"0500000US21189","Owsley County, Kentucky","316","68"
"0500000US21191","Pendleton County, Kentucky","756","46"
"0500000US21193","Perry County, Kentucky","649","49"
"0500000US21195","Pike County, Kentucky","665","27"
"0500000US21197","Powell County, Kentucky","669","38"
"0500000US21199","Pulaski County, Kentucky","682","27"
"0500000US21201","Robertson County, Kentucky","556","117"
"0500000US21203","Rockcastle County, Kentucky","575","37"
"0500000US21205","Rowan County, Kentucky","652","45"
"0500000US21207","Russell County, Kentucky","549","50"
"0500000US21209","Scott County, Kentucky","900","38"
"0500000US21211","Shelby County, Kentucky","849","34"
"0500000US21213","Simpson County, Kentucky","804","48"
"0500000US21215","Spencer County, Kentucky","649","72"
"0500000US21217","Taylor County, Kentucky","643","30"
"0500000US21219","Todd County, Kentucky","637","48"
"0500000US21221","Trigg County, Kentucky","564","61"
"0500000US21223","Trimble County, Kentucky","715","48"
"0500000US21225","Union County, Kentucky","597","47"
"0500000US21227","Warren County, Kentucky","781","17"
"0500000US21229","Washington County, Kentucky","608","26"
"0500000US21231","Wayne County, Kentucky","538","42"
"0500000US21233","Webster County, Kentucky","631","65"
"0500000US21235","Whitley County, Kentucky","604","25"
"0500000US21237","Wolfe County, Kentucky","497","48"
"0500000US21239","Woodford County, Kentucky","771","39"
"0500000US22001","Acadia Parish, Louisiana","662","35"
"0500000US22003","Allen Parish, Louisiana","601","72"
"0500000US22005","Ascension Parish, Louisiana","982","33"
"0500000US22007","Assumption Parish, Louisiana","797","62"
"0500000US22009","Avoyelles Parish, Louisiana","663","52"
"0500000US22011","Beauregard Parish, Louisiana","741","42"
"0500000US22013","Bienville Parish, Louisiana","487","25"
"0500000US22015","Bossier Parish, Louisiana","992","37"
"0500000US22017","Caddo Parish, Louisiana","797","12"
"0500000US22019","Calcasieu Parish, Louisiana","832","20"
"0500000US22021","Caldwell Parish, Louisiana","611","45"
"0500000US22023","Cameron Parish, Louisiana","905","115"
"0500000US22025","Catahoula Parish, Louisiana","443","50"
"0500000US22027","Claiborne Parish, Louisiana","618","29"
"0500000US22029","Concordia Parish, Louisiana","636","38"
"0500000US22031","De Soto Parish, Louisiana","635","29"
"0500000US22033","East Baton Rouge Parish, Louisiana","933","10"
"0500000US22035","East Carroll Parish, Louisiana","485","71"
"0500000US22037","East Feliciana Parish, Louisiana","647","131"
"0500000US22039","Evangeline Parish, Louisiana","577","29"
"0500000US22041","Franklin Parish, Louisiana","587","43"
"0500000US22043","Grant Parish, Louisiana","714","36"
"0500000US22045","Iberia Parish, Louisiana","768","43"
"0500000US22047","Iberville Parish, Louisiana","755","80"
"0500000US22049","Jackson Parish, Louisiana","539","53"
"0500000US22051","Jefferson Parish, Louisiana","972","8"
"0500000US22053","Jefferson Davis Parish, Louisiana","635","59"
"0500000US22055","Lafayette Parish, Louisiana","874","15"
"0500000US22057","Lafourche Parish, Louisiana","793","44"
"0500000US22059","LaSalle Parish, Louisiana","656","99"
"0500000US22061","Lincoln Parish, Louisiana","729","25"
